,Address,Google_ID,Latitude,Longitude,Name,Price_Level,Rating,Zip,City_State_Cuisine
0,"606 West Ave, San Antonio, TX 78201, USA",ad221873d25b80db38eaf78db8314b1d96325fde,29.468196000000002,-98.5257465,Jacala Mexican Restaurant,2.0,4.0,78201,san antonio-tx-restaurant
1,"3319 Hillcrest Dr, San Antonio, TX 78201, USA",0d7d67b76f7e772c7baadff88df8b95bf43d2465,29.492208,-98.554208,Jim's Restaurant,2.0,4.1,78201,san antonio-tx-restaurant
2,"3909 Fredericksburg Rd, San Antonio, TX 78201, USA",5d96f5fff51d230f372c42978eecdea3019d0b42,29.482538199999997,-98.54481,South Garden Chinese Restaurant,2.0,4.3,78201,san antonio-tx-restaurant
3,"606 W Cypress St, San Antonio, TX 78212, USA",859975d0886755c6dde56228b464ec5f56290ff1,29.440464000000002,-98.500532,The Cove,2.0,4.4,78212,san antonio-tx-restaurant
4,"5115 Fredericksburg Rd, San Antonio, TX 78229, USA",0b0d829fabca338094175301102b9e01b13670af,29.501592,-98.560025,Sangria on the Burg,1.0,4.5,78229,san antonio-tx-restaurant
5,"1106 Vance Jackson Rd, San Antonio, TX 78201, USA",46fcb9dc5903d40e35170eb0aeca38fdda02b465,29.4836733,-98.5348122,Taqueria Jimador Restaurant,0.0,3.8,78201,san antonio-tx-restaurant
6,"4515 Fredericksburg Rd, San Antonio, TX 78201, USA",1bf4893c2e4e538f00e389192e7577e5db45aedd,29.4892483,-98.5511639,Garibaldi's Mexican Restaurant # 4,0.0,3.7,78201,san antonio-tx-restaurant
7,"3720 NW Loop 410, San Antonio, TX 78229, USA",33d2b0f5098cb9e9a932f659eee09236f22a49fc,29.4925271,-98.5552928,Turquoise Grill,2.0,4.4,78229,san antonio-tx-restaurant
8,"4510 Fredericksburg Rd, San Antonio, TX 78201, USA",d0ac8ac0a83ee84ad8304589cfb645dc591f5e8e,29.490310600000004,-98.5509413,Denny's,1.0,3.8,78201,san antonio-tx-restaurant
9,"4531 NW Loop 410, San Antonio, TX 78229, USA",fe310396926ccf429b89a63d61d6076e6d02f29f,29.4901217,-98.57269129999999,Ding How Chinese Restaurant,2.0,4.3,78229,san antonio-tx-restaurant
10,"2427 Vance Jackson Rd, San Antonio, TX 78213, USA",c8498c1f8be799b1056862d11abcfd07fd89caf7,29.495864,-98.53526690000001,La Fogata Mexican Cuisine,1.0,4.2,78213,san antonio-tx-restaurant
11,"2415 N Main Ave, San Antonio, TX 78212, USA",637d168f276e61b420c0a7e0437a6e4d53df6e3f,29.452524,-98.4941741,La Fonda On Main,2.0,4.4,78212,san antonio-tx-restaurant
12,"351 W Hildebrand Ave, San Antonio, TX 78212, USA",e931ae78c6b3316bf5c24dd15c5ecfd3975bdca1,29.466765000000002,-98.4987562,Jim's Restaurant,2.0,4.1,78212,san antonio-tx-restaurant
13,"152 E Pecan St #100, San Antonio, TX 78205, USA",1a72540e25f504cc24c9574b7fa655fded561317,29.428489600000002,-98.49156140000001,Restaurant Gwendolyn,4.0,4.7,78205,san antonio-tx-restaurant
14,"419 N St Mary's St, San Antonio, TX 78205, USA",bddb18acb9418e35d9f58def1f5fef0897a1f834,29.4280691,-98.4914402,The Original Blanco Cafe,1.0,4.3,78205,san antonio-tx-restaurant
15,"146 E Houston St, San Antonio, TX 78205, USA",2789f5d147839e937d2f78ef8abfda25ddf3622a,29.426328,-98.491845,Acenar Mexican Restaurant,2.0,4.1,78205,san antonio-tx-restaurant
16,"120 Produce Row, San Antonio, TX 78207, USA",1107ca0108b3d6e150dc04bd77b8ec0a5f4549f2,29.424947600000003,-98.4990695,La Margarita Mexican Restaurant & Oyster Bar,2.0,3.9,78207,san antonio-tx-restaurant
17,"200 River Walk St #100, San Antonio, TX 78205, USA",9de1b15640df5f2f2bcf2b886f4d860656c729d1,29.425071000000003,-98.491085,Iron Cactus Mexican Restaurant and Margarita Bar,3.0,4.0,78205,san antonio-tx-restaurant
18,"136 E Grayson St #120, San Antonio, TX 78215, USA",7cb46f98cff57d2d3bd2ddaa4f14cc3410f5859f,29.4425381,-98.4806333,Southerleigh Fine Food and Brewery,2.0,4.5,78215,san antonio-tx-restaurant
19,"705 E Houston St, San Antonio, TX 78205, USA",f5c0176d4082705ad31f2dec8886ea95fd4992d8,29.426510999999998,-98.485809,Oro Restaurant & Bar,2.0,3.7,78205,san antonio-tx-restaurant
20,"219 E Houston St, San Antonio, TX 78205, USA",2154887eb3994e5a9bca9a988553b8b4bc40d61a,29.4266816,-98.49038420000001,Bohanan's Prime Steaks and Seafood,3.0,4.5,78205,san antonio-tx-restaurant
